X,Y,Depth,qu,Pc,e,WL,label
-50394.7949,-3793.7515,10.8,17.25970364,25.49728775,2.292999983,78.80000305,Main_mid
-50394.7949,-3793.7515,12.3,17.89713574,24.51662445,2.726999999,98.5,Main_mid
-50394.7949,-3793.7515,13.8,56.58436966,78.45320129,2.469500065,102.3000031,Main_mid
-50394.7949,-3793.7515,23.3,87.57338334,201.0363159,1.061999977,47.90000153,Main_mid
-50394.7949,-3793.7515,24.8,111.8938713,181.4230194,1.319000006,63.0,Main_mid
-50394.7949,-3793.7515,26.3,107.0886155,142.1964264,2.187999964,92.09999847,Main_mid
-50394.7949,-3793.7515,27.8,114.4436035,147.0997467,2.421500087,99.69999695,Main_mid
-50394.7949,-3793.7515,29.2,127.1922455,156.9064026,2.445500016,99.80000305,Main_mid
-50394.7949,-3793.7515,30.8,139.2053985,196.1329956,2.633999944,99.0,Main_low
-50394.7949,-3793.7515,32.3,143.1280594,176.5196838,2.434499979,99.40000153,Main_low
-50394.7949,-3793.7515,33.8,160.3877564,215.7463074,2.605499983,113.8000031,Main_low
-50394.7949,-3793.7515,35.3,142.0493164,196.1329956,2.593500018,98.90000153,Main_low
-50394.7949,-3793.7515,36.8,156.2689666,235.3596039,2.611500025,102.6999969,Main_low
-50394.7949,-3793.7515,38.2,164.7026825,220.6496277,2.687000036,108.0,Main_low
-50394.7949,-3793.7515,39.8,150.0907822,284.3928528,2.484000087,106.3000031,Main_low
-50394.7949,-3793.7515,41.3,169.9492416,285.3735046,2.426999927,92.90000153,Main_low
-50394.7949,-3793.7515,42.8,176.5687256,289.2961731,1.580500007,61.40000153,Main_low
-50394.7949,-3793.7515,44.3,141.7060852,272.6248474,1.41049999,57.79999924,Main_low
-50394.7949,-3793.7515,46.1,152.0521012,299.1028137,1.517499983,56.40000153,Main_low
-50394.7949,-3793.7515,47.6,162.2510223,304.006134,1.51700002,64.59999847,Main_low
-50487.2537,-3743.4199,7.3,15.73967266,14.70997524,1.267999947,48.79999924,Main_up
-50487.2537,-3743.4199,8.8,13.72930956,25.49728775,3.789000035,132.1000061,Main_up
-50487.2537,-3743.4199,10.3,47.36611938,59.82056427,2.462499976,97.80000305,Main_mid
-50487.2537,-3743.4199,11.8,49.47454834,96.1051712,1.447499991,45.5,Main_mid
-50487.2537,-3743.4199,17.4,71.73564148,196.1329956,1.317000002,71.30000305,Main_mid
-50487.2537,-3743.4199,21.5,87.96564866,156.9064026,1.607499957,68.09999847,Main_mid
-50487.2537,-3743.4199,23.0,92.32960511,156.9064026,1.74150002,74.69999695,Main_mid
-50487.2537,-3743.4199,24.5,101.2536545,132.3897705,1.395999968,59.79999924,Main_mid
-50487.2537,-3743.4199,26.0,97.62519838,145.1384125,2.013499975,85.0,Main_mid
-50487.2537,-3743.4199,27.5,102.8227234,156.9064026,2.453500032,103.8000031,Main_mid
-50487.2537,-3743.4199,28.9,119.3959618,137.2930908,2.391499996,101.1999969,Main_mid
-50487.2537,-3743.4199,30.4,131.0658722,156.9064026,2.578999997,97.5,Main_low
-50487.2537,-3743.4199,31.8,135.3971456,154.9450684,2.606333335,112.0,Main_low
-50487.2537,-3743.4199,33.3,114.2474709,187.3070068,2.738000036,112.9000015,Main_low
-50487.2537,-3743.4199,34.8,131.3600769,179.4617004,2.652500033,110.1999969,Main_low
-50487.2537,-3743.4199,36.3,160.927124,210.8429871,2.623999954,115.1999969,Main_low
-50487.2537,-3743.4199,37.8,130.1996206,215.7463074,2.708000024,109.0,Main_low
-50487.2537,-3743.4199,39.5,167.6446838,259.8762207,2.541999936,98.90000153,Main_low
-50487.2537,-3743.4199,41.0,153.5721359,269.6828613,2.523000002,100.9000015,Main_low
-50487.2537,-3743.4199,42.5,175.2938691,284.3928528,1.508000017,67.5,Main_low
-50487.2537,-3743.4199,44.0,147.4429779,296.1608276,1.438000023,57.0,Main_low
-50487.2537,-3743.4199,45.5,198.0943299,275.566864,1.611000002,65.19999695,Main_low
-50425.5778,-3869.3147,7.8,25.10502243,28.43928337,2.610000014,103.4000015,Main_up
-50425.5778,-3869.3147,21.8,99.24329378,156.9064026,1.875999987,81.0,Main_mid
-50425.5778,-3869.3147,23.3,101.3026886,156.9064026,2.442000032,103.5,Main_mid
-50425.5778,-3869.3147,24.8,134.3511048,225.5529327,2.423500061,107.0,Main_mid
-50425.5778,-3869.3147,26.3,119.2488633,254.9728851,2.481999994,95.40000153,Main_mid
-50425.5778,-3869.3147,27.7,151.0224152,225.5529327,2.531000019,112.0,Main_mid
-50425.5778,-3869.3147,29.3,152.9347077,235.3596039,2.499500036,110.0999985,Main_mid
-50425.5778,-3869.3147,30.8,141.0196228,225.5529327,2.630500078,111.9000015,Main_low
-50425.5778,-3869.3147,32.3,187.7973404,279.489502,2.539000034,117.8000031,Main_low
-50425.5778,-3869.3147,33.8,139.5976563,284.3928528,2.551999927,110.5,Main_low
-50425.5778,-3869.3147,35.3,166.075615,245.1662445,2.745999933,120.0,Main_low
-50425.5778,-3869.3147,36.8,167.2524109,282.4315186,2.409000039,105.6999969,Main_low
-50425.5778,-3869.3147,38.3,178.0887528,261.8375549,2.582000017,107.0,Main_low
-50425.5778,-3869.3147,39.8,173.9699707,259.8762207,1.42900002,56.29999924,Main_low
-50425.5778,-3869.3147,42.5,155.2882996,261.8375549,1.500500024,64.0,Main_low
-50425.5778,-3869.3147,44.0,185.247612,313.8128052,1.592000008,68.5,Main_low
-50518.037,-3818.9837,22.8,92.9670372,122.5831223,1.888000011,87.30000305,Main_mid
-50518.037,-3818.9837,24.2,83.0132904,156.9064026,2.521000028,118.0,Main_mid
-50518.037,-3818.9837,25.9,101.9401245,205.9396362,2.495500088,114.9000015,Main_mid
-50518.037,-3818.9837,27.2,124.7405816,171.6163635,2.474499941,108.0,Main_mid
-50518.037,-3818.9837,28.7,130.5755387,210.8429871,2.545499921,125.0,Main_mid
-50518.037,-3818.9837,30.1,148.5217133,196.1329956,2.571500063,114.9000015,Main_low
-50518.037,-3818.9837,31.8,258.4052124,191.2296753,2.674499989,123.0,Main_low
-50518.037,-3818.9837,33.0,155.3373337,196.1329956,2.606000066,118.8000031,Main_low
-50518.037,-3818.9837,34.5,170.9789352,220.6496277,2.589999914,121.4000015,Main_low
-50518.037,-3818.9837,36.1,165.2910767,240.2629242,2.534000039,113.1999969,Main_low
-50518.037,-3818.9837,37.5,171.2241059,247.1275787,2.497999907,115.0999985,Main_low
-50518.037,-3818.9837,39.0,195.1032944,225.5529327,2.388000012,106.4000015,Main_low
-50518.037,-3818.9837,41.5,142.4906158,191.2296753,1.472000003,58.59999847,Main_low
-50518.037,-3818.9837,43.2,128.7122727,203.978302,1.619000018,69.59999847,Main_low
-50517.9658,-3995.2718,11.8,22.31012821,26.47795486,2.485499978,93.0,Main_mid
-50517.9658,-3995.2718,13.8,26.2818203,32.36194611,2.417000055,86.09999847,Main_mid
-50517.9658,-3995.2718,20.8,59.42829895,74.53054047,1.043500007,37.59999847,Main_mid
-50517.9658,-3995.2718,21.8,93.11413574,156.9064026,1.132999957,43.0,Main_mid
-50517.9658,-3995.2718,23.3,109.7854424,156.9064026,1.763999999,78.90000153,Main_mid
-50517.9658,-3995.2718,24.8,129.6439133,176.5196838,1.98150003,95.19999695,Main_mid
-50517.9658,-3995.2718,26.3,140.9705963,178.4810333,2.326499939,93.19999695,Main_mid
-50517.9658,-3995.2718,27.8,146.6094132,191.2296753,2.457000018,98.69999695,Main_mid
-50517.9658,-3995.2718,29.3,158.6715927,235.3596039,2.529000044,112.8000031,Main_mid
-50517.9658,-3995.2718,30.8,174.9506378,230.4562531,2.457500101,115.3000031,Main_low
-50517.9658,-3995.2718,32.3,169.3118134,230.4562531,2.5,115.8000031,Main_low
-50517.9658,-3995.2718,33.8,176.0783997,235.3596039,2.540499926,114.1999969,Main_low
-50517.9658,-3995.2718,35.3,199.5162964,245.1662445,2.593000055,111.0,Main_low
-50517.9658,-3995.2718,36.8,174.1661072,259.8762207,2.477999926,115.9000015,Main_low
-50517.9658,-3995.2718,38.3,200.6440582,269.6828613,2.534500003,104.8000031,Main_low
-50517.9658,-3995.2718,39.8,189.7586746,289.2961731,2.451999903,108.8000031,Main_low
-50517.9658,-3995.2718,41.3,209.9603729,304.006134,1.614000023,73.09999847,Main_low
-50517.9658,-3995.2718,42.8,175.2938537,313.8128052,1.439999998,59.79999924,Main_low
-50517.9658,-3995.2718,44.8,155.8603516,313.8128052,1.534666657,68.59999847,Main_low
-50517.9658,-3995.2718,46.3,230.2110978,313.8128052,1.442499995,65.09999847,Main_low
-50610.4257,-3944.9416,8.5,13.18994427,31.38127899,2.745999933,100.1999969,Main_up
-50610.4257,-3944.9416,12.8,29.09306145,60.80122757,1.534666697,50.29999924,Main_mid
-50610.4257,-3944.9416,15.8,44.62025643,60.80122757,1.865999937,76.30000305,Main_mid
-50610.4257,-3944.9416,22.8,94.43803786,152.003067,1.815500021,76.69999695,Main_mid
-50610.4257,-3944.9416,24.8,103.8033867,171.6163635,2.387500048,107.1999969,Main_mid
-50610.4257,-3944.9416,26.8,112.5803414,171.6163635,2.316499949,103.9000015,Main_mid
-50610.4257,-3944.9416,28.8,165.7323838,227.514267,2.536499977,117.0,Main_mid
-50610.4257,-3944.9416,30.8,132.2917023,290.276825,2.572999955,116.0,Main_low
-50610.4257,-3944.9416,32.8,137.7343979,226.5335999,2.54550004,115.8000031,Main_low
-50610.4257,-3944.9416,34.8,176.4216309,205.9396362,2.665499926,112.3000031,Main_low
-50610.4257,-3944.9416,36.8,163.2316819,284.3928528,2.497999907,109.0,Main_low
-50610.4257,-3944.9416,38.8,211.2352295,290.276825,2.463999987,103.0,Main_low
-50610.4257,-3944.9416,40.8,183.0901489,280.4701843,1.405000031,60.59999847,Main_low
-50610.4257,-3944.9416,43.5,180.5404256,284.3928528,1.469000022,59.29999924,Main_low
-50610.4257,-3944.9416,45.0,175.8332291,294.1994934,1.605000019,66.19999695,Main_low
-50548.7473,-4070.8369,13.8,18.2403698,19.61330032,2.429499984,96.0,Main_mid
-50548.7473,-4070.8369,15.8,24.369524,38.24593353,2.615500093,96.0,Main_mid
-50548.7473,-4070.8369,17.8,30.44964695,50.9945755,1.857999981,65.19999695,Main_mid
-50548.7473,-4070.8369,24.8,101.9401245,170.6357117,1.688000024,74.5,Main_mid
-50548.7473,-4070.8369,26.3,109.0989723,181.4230194,1.810000003,84.69999695,Main_mid
-50548.7473,-4070.8369,27.8,136.4104996,203.978302,2.284000039,103.5999985,Main_mid
-50548.7473,-4070.8369,29.3,152.5424423,205.9396362,2.20449996,104.0999985,Main_mid
-50548.7473,-4070.8369,30.8,154.2095719,196.1329956,2.317000032,109.9000015,Main_low
-50548.7473,-4070.8369,32.2,170.7828064,210.8429871,2.455499888,116.5,Main_low
-50548.7473,-4070.8369,33.8,176.8629303,238.30159,2.337000013,112.0,Main_low
-50548.7473,-4070.8369,35.2,164.5065461,245.1662445,2.509000063,118.3000031,Main_low
-50548.7473,-4070.8369,36.8,205.6944809,275.566864,2.473999977,122.5,Main_low
-50548.7473,-4070.8369,38.3,202.3602066,275.566864,2.486499906,119.3000031,Main_low
-50548.7473,-4070.8369,39.8,193.6323013,289.2961731,2.469499946,112.5999985,Main_low
-50548.7473,-4070.8369,41.3,207.5577469,294.1994934,2.414499998,111.0,Main_low
-50548.7473,-4070.8369,42.8,206.3319244,294.1994934,2.495000005,117.9000015,Main_low
-50548.7473,-4070.8369,44.3,215.8443756,294.1994934,1.696500004,84.5,Main_low
-50548.7473,-4070.8369,45.8,190.2816976,302.0447998,1.426666657,57.90000153,Main_low
-50548.7473,-4070.8369,48.7,209.9603577,313.8128052,1.436499953,69.80000305,Main_low
-50548.7473,-4070.8369,50.2,214.0301285,338.3294373,1.601999998,80.59999847,Main_low
-50610.3841,-4045.6786,13.8,12.01314593,16.6713047,2.841499925,101.0,Main_mid
-50610.3841,-4045.6786,15.3,16.81840468,22.55529404,2.499499917,92.40000153,Main_mid
-50610.3841,-4045.6786,16.8,25.49729061,33.34260941,2.474999905,89.40000153,Main_mid
-50610.3841,-4045.6786,18.3,28.68445111,37.26527023,2.269000054,73.0,Main_mid
-50610.3841,-4045.6786,19.8,40.20726395,50.0139122,2.239000082,85.30000305,Main_mid
-50610.3841,-4045.6786,25.8,125.4270515,156.9064026,1.644999981,73.30000305,Main_mid
-50610.3841,-4045.6786,27.3,128.3690491,181.4230194,1.722500027,81.69999695,Main_mid
-50610.3841,-4045.6786,28.8,143.9125824,176.5196838,2.250499964,111.5,Main_mid
-50610.3841,-4045.6786,30.3,142.6867523,201.0363159,2.228000045,104.5,Main_low
-50610.3841,-4045.6786,31.8,185.4437485,230.4562531,2.238499999,111.5,Main_low
-50610.3841,-4045.6786,33.3,173.2835083,237.3209381,2.442499995,112.5,Main_low
-50610.3841,-4045.6786,34.8,176.2745285,245.1662445,2.511999965,116.5,Main_low
-50610.3841,-4045.6786,36.3,189.6606064,272.6248474,2.503000021,111.0,Main_low
-50610.3841,-4045.6786,37.8,181.6191483,294.1994934,2.509000063,116.0999985,Main_low
-50610.3841,-4045.6786,39.3,201.0363236,294.1994934,2.538999915,114.1999969,Main_low
-50610.3841,-4045.6786,40.8,190.9845047,294.1994934,2.425999999,109.5,Main_low
-50610.3841,-4045.6786,42.3,170.1944122,294.1994934,2.416999936,108.5,Main_low
-50610.3841,-4045.6786,43.8,199.9085541,294.1994934,2.30250001,112.0,Main_low
-50610.3841,-4045.6786,45.3,166.7130509,294.1994934,1.305999995,55.59999847,Main_low
-50610.3841,-4045.6786,46.8,204.7138062,313.8128052,1.581499994,67.90000153,Main_low
-50610.3841,-4045.6786,48.3,196.0839615,313.8128052,1.478000045,64.40000153,Main_low
-50610.3841,-4045.6786,50.1,194.1226349,333.4261169,1.563000023,73.0,Main_low
-50610.3841,-4045.6786,51.6,197.5549622,348.1360474,1.235000014,56.5,Main_low
-50641.2077,-4020.5073,11.8,10.3950491,14.70997524,2.754000068,95.40000153,Main_mid
-50641.2077,-4020.5073,13.8,15.6906395,31.38127899,2.754500032,92.0,Main_mid
-50641.2077,-4020.5073,15.8,25.59535599,36.28460312,2.15049994,78.0,Main_mid
-50641.2077,-4020.5073,17.8,28.24315166,60.80122757,1.853999972,62.5,Main_mid
-50641.2077,-4020.5073,24.8,112.6784058,168.6743774,1.301499963,49.5,Main_mid
-50641.2077,-4020.5073,26.8,122.3379555,176.5196838,2.019500017,89.09999847,Main_mid
-50641.2077,-4020.5073,28.8,133.6156044,171.6163635,2.273000002,100.0,Main_mid
-50641.2077,-4020.5073,31.8,171.1260376,201.0363159,2.578000069,100.0,Main_low
-50641.2077,-4020.5073,33.8,164.2613831,240.2629242,2.526499987,115.3000031,Main_low
-50641.2077,-4020.5073,35.8,177.9906922,259.8762207,2.569000006,113.0,Main_low
-50641.2077,-4020.5073,37.8,189.2683411,264.779541,2.671000004,108.9000015,Main_low
-50641.2077,-4020.5073,39.8,186.3263474,284.3928528,2.435500026,104.5,Main_low
-50641.2077,-4020.5073,46.9,199.0749893,313.8128052,1.625,67.30000305,Main_low
-50641.2077,-4020.5073,48.4,213.5397949,313.8128052,1.459500015,64.59999847,Main_low
-48822.592,-5329.0688,18.1,100.6407471,240.2629242,1.307250023,53.70000076,Main_mid
-48822.592,-5329.0688,19.6,113.2177677,194.1716614,1.976249993,79.69999695,Main_mid
-48822.592,-5329.0688,21.1,141.6815682,213.7849731,1.905500025,76.80000305,Main_mid
-48822.592,-5329.0688,22.6,58.76634789,148.0804138,1.019749999,55.5,Main_mid
-48884.2607,-5253.5655,11.6,53.8385067,121.6024551,1.223499984,56.79999924,Main_mid
-48884.2607,-5253.5655,13.1,71.31886101,133.3704376,1.219500006,48.79999924,Main_mid
-48884.2607,-5253.5655,14.6,53.02945805,641.3549194,0.936499998,31.39999962,Main_mid
-48884.2607,-5253.5655,16.1,55.89790344,304.006134,0.989750013,34.59999847,Main_mid
-48884.2607,-5253.5655,17.6,67.73943329,141.2157593,1.357499987,46.70000076,Main_mid
-48884.2607,-5253.5655,19.1,101.180109,145.1384125,1.722750008,72.80000305,Main_mid
-48884.2607,-5253.5655,20.6,92.4031582,132.3897705,2.00425002,72.0,Main_mid
-48884.2607,-5253.5655,22.1,106.058918,148.0804138,1.969000012,79.0,Main_mid
-48884.2607,-5253.5655,23.6,83.38104057,143.1770935,1.496499956,75.69999695,Main_mid
-48761.0081,-5253.497,8.9,41.8253603,52.95590973,2.492000014,57.40000153,Main_up
-48761.0081,-5253.497,10.4,23.48692656,49.0332489,1.992000043,91.09999847,Main_mid
-48761.0081,-5253.497,16.0,52.36750841,92.18251038,1.416500002,52.5,Main_mid
-48761.0081,-5253.497,17.5,92.329607,129.4477844,2.082749963,82.59999847,Main_mid
-48761.0081,-5253.497,19.0,60.18831158,114.7378006,2.186999977,86.59999847,Main_mid
-48761.0081,-5253.497,20.5,84.31266976,145.1384125,1.779999971,76.90000153,Main_mid
-48853.4891,-5178.0103,16.4,29.6405983,158.8677216,1.177749992,52.79999924,Main_mid
-48853.4891,-5178.0103,19.9,67.07748509,121.6024551,2.137499988,101.4000015,Main_mid
-48853.4891,-5178.0103,21.2,38.56465006,120.6217957,1.843250007,87.09999847,Main_mid
-48761.022,-5228.3179,7.3,4.43750906,15.6906395,3.239250004,117.1999969,Main_up
-48761.022,-5228.3179,8.9,2.868445098,16.6713047,2.612499952,80.80000305,Main_up
-48761.022,-5228.3179,10.4,4.780741811,13.72931004,2.727500022,88.40000153,Main_mid
-48761.022,-5228.3179,11.9,5.467207074,14.70997524,3.38775003,109.8000031,Main_mid
-48761.022,-5228.3179,13.4,5.638823509,15.6906395,3.296499968,125.5999985,Main_mid
-48761.022,-5228.3179,16.4,15.2493403,33.34260941,1.910250068,85.59999847,Main_mid
-48761.022,-5228.3179,17.8,12.11121249,24.51662445,1.800499976,70.40000153,Main_mid
-48761.022,-5228.3179,19.4,16.47517157,31.38127899,1.399499983,70.90000153,Main_mid
-48761.022,-5228.3179,20.9,2.402629196,12.74864388,2.809249997,103.3000031,Main_mid
-48761.022,-5228.3179,22.4,42.83054352,78.45320129,1.871000022,83.30000305,Main_mid
-48761.022,-5228.3179,25.2,36.79945326,128.4671021,1.448749989,51.5,Main_mid
-48822.7034,-5127.635,7.3,17.40680313,21.57462883,2.260750085,93.5,Main_up
-48822.7034,-5127.635,8.9,10.24794889,16.6713047,2.562000036,91.09999847,Main_up
-48822.7034,-5127.635,13.4,19.07393408,49.0332489,2.464499981,109.3000031,Main_mid
-48822.7034,-5127.635,16.4,13.43511009,88.25984192,1.747749985,57.90000153,Main_mid
-48822.7034,-5127.635,17.9,9.831166507,120.6217957,1.528000027,45.29999924,Main_mid
-48822.7034,-5127.635,20.9,27.50765276,65.7045517,1.594999999,78.5,Main_mid
-48822.7034,-5127.635,22.4,38.39303446,243.2049103,1.49849999,49.20000076,Main_mid
-48822.7034,-5127.635,23.9,12.99381113,52.95590973,1.594500005,67.59999847,Main_mid
-48699.437,-5152.7473,4.4,6.521422148,29.41995049,2.854749978,61.79999924,Main_up
-48699.437,-5152.7473,6.2,7.624670387,24.51662445,3.611750066,125.4000015,Main_up
-48699.437,-5152.7473,7.7,4.756225109,13.72931004,3.037750006,91.90000153,Main_up
-48699.437,-5152.7473,9.1,2.917478323,9.806650162,3.611999988,117.8000031,Main_up
-48699.437,-5152.7473,10.6,7.698220015,13.72931004,3.471249998,103.9000015,Main_mid
-48699.437,-5152.7473,12.1,6.64400518,15.6906395,3.663250029,110.9000015,Main_mid
-48699.437,-5152.7473,13.6,10.76279831,20.59396362,3.24849993,93.40000153,Main_mid
-48699.437,-5152.7473,15.1,9.144700887,17.65196991,2.801999957,83.80000305,Main_mid
-48699.437,-5152.7473,16.6,13.55769372,24.51662445,1.458250001,89.30000305,Main_mid
-48699.437,-5152.7473,18.1,23.51144362,56.87856674,1.606999994,40.70000076,Main_mid
-48699.437,-5152.7473,19.6,26.72312117,56.87856674,1.836499989,82.80000305,Main_mid
-48699.437,-5152.7473,30.4,47.26805306,145.1384125,1.634500027,74.59999847,Main_low
-48761.1176,-5052.0644,4.8,5.638823629,10.78731441,2.648750007,75.5,Main_up
-48761.1176,-5052.0644,7.3,7.354987502,14.70997524,2.364749968,65.80000305,Main_up
-48761.1176,-5052.0644,8.9,5.785923243,11.76797962,3.303250015,140.0,Main_up
-48761.1176,-5052.0644,10.4,5.074941158,13.72931004,3.322250009,88.40000153,Main_mid
-48761.1176,-5052.0644,11.9,22.77594328,125.525116,1.164250016,40.79999924,Main_mid
-48761.1176,-5052.0644,13.4,18.43650127,30.40061378,1.403500021,43.20000076,Main_mid
-48761.1176,-5052.0644,14.9,23.26627636,40.20726395,1.469750017,57.5,Main_mid
-48761.1176,-5052.0644,16.4,16.64678812,43.14925766,1.28975001,48.20000076,Main_mid
-48761.1176,-5052.0644,17.9,16.45065498,137.2930908,1.485249996,55.79999924,Main_mid
-48761.1176,-5052.0644,19.4,12.72412813,77.47253418,1.55249998,59.70000076,Main_mid
-48761.1176,-5052.0644,20.9,23.19272709,58.83990097,1.763000011,83.30000305,Main_mid
-48761.1176,-5052.0644,22.4,34.81360674,119.6411285,2.087750018,50.40000153,Main_mid
-48761.1176,-5052.0644,23.9,26.87022018,332.4454346,1.349249989,35.0,Main_mid
-48761.1176,-5052.0644,25.4,19.88298225,108.8538132,1.187000021,90.80000305,Main_mid
-48761.1176,-5052.0644,28.0,86.4210987,205.9396362,1.496250004,96.80000305,Main_mid
-48637.865,-5051.9989,5.4,2.892961741,12.74864388,3.149249971,84.69999695,Main_up
-48637.865,-5051.9989,6.9,2.231012851,9.806650162,4.181500018,110.1999969,Main_up
-48637.865,-5051.9989,8.4,2.598762274,10.78731441,3.493749976,106.8000031,Main_up
-48637.865,-5051.9989,9.9,2.353595942,11.76797962,3.543750048,99.59999847,Main_up
-48637.865,-5051.9989,11.4,2.378112614,10.78731441,3.426499963,85.69999695,Main_mid
-48637.865,-5051.9989,12.9,4.290409207,8.825984955,4.397000074,125.8000031,Main_mid
-48637.865,-5051.9989,14.4,6.129156113,13.72931004,3.784249961,105.4000015,Main_mid
-48637.865,-5051.9989,15.9,9.978266,26.47795486,1.914250016,71.0,Main_mid
-48637.865,-5051.9989,17.5,23.21724272,54.91724014,1.539249987,46.40000153,Main_mid
-48637.865,-5051.9989,19.0,10.49311507,38.24593353,1.759000003,62.79999924,Main_mid
-48637.865,-5051.9989,20.5,13.87640977,25.49728775,2.289249987,89.80000305,Main_mid
-48637.865,-5051.9989,22.0,27.21345377,50.0139122,2.087500036,86.30000305,Main_mid
-48637.865,-5051.9989,23.5,24.78630638,64.72389221,1.983499974,96.40000153,Main_mid
-48637.865,-5051.9989,33.0,143.6429005,225.5529327,2.275000036,92.40000153,Main_low
-48637.865,-5051.9989,34.5,147.1242657,225.5529327,2.43900001,97.0,Main_low
-48637.865,-5051.9989,36.0,149.7965794,223.5916138,2.639249981,105.1999969,Main_low
-48730.3443,-4976.5112,12.6,21.35398031,670.7748413,0.966250003,39.20000076,Main_mid
-48730.3443,-4976.5112,14.1,60.5560627,149.0610809,2.231749952,95.80000305,Main_mid
-48730.3443,-4976.5112,15.6,11.15506434,57.85923004,1.692499995,63.0,Main_mid
-48730.3443,-4976.5112,18.6,39.17756558,105.9118195,1.656500012,58.5,Main_mid
-48730.3443,-4976.5112,23.6,66.93038559,59.82056427,2.153749973,96.80000305,Main_mid
-48976.8758,-4926.2812,1.9,7.583809376,19.61330032,2.387666702,84.40000153,Main_up
-48976.8758,-4926.2812,4.8,13.17359988,18.63263512,2.559666633,68.0,Main_up
-48976.8758,-4926.2812,7.8,20.88816325,37.26527023,2.565333287,85.40000153,Main_up
-48976.8758,-4926.2812,10.9,15.49450684,77.47253418,1.590666691,45.0,Main_mid
-48976.8758,-4926.2812,13.9,90.12311045,115.7184601,1.435333371,53.5,Main_mid
-48976.8758,-4926.2812,16.9,77.73404185,119.6411285,2.063000043,76.80000305,Main_mid
-48976.8758,-4926.2812,19.9,111.7304255,149.0610809,2.402666648,84.40000153,Main_mid
-48976.8758,-4926.2812,22.9,112.9726054,184.3650208,2.244666656,78.90000153,Main_mid
-49408.3867,-4674.696,1.9,8.074141979,15.6906395,2.041333358,79.59999847,Main_up
-49408.3867,-4674.696,4.8,15.23299599,27.45862007,2.475000063,79.40000153,Main_up
-49408.3867,-4674.696,7.8,18.59994602,37.26527023,2.06433332,77.0,Main_up
-49408.3867,-4674.696,10.9,42.52817154,152.003067,1.485333363,55.90000153,Main_mid
-49408.3867,-4674.696,17.9,81.85283661,107.8731537,1.910666665,81.59999847,Main_mid
-49408.3867,-4674.696,20.9,83.09501139,152.003067,2.349333366,95.80000305,Main_mid
-49408.3867,-4674.696,23.9,142.4252446,147.0997467,2.393333276,99.0,Main_mid
-49408.3867,-4674.696,26.9,168.7070668,156.9064026,2.247999986,89.80000305,Main_mid
-49408.3867,-4674.696,29.9,164.8824717,176.5196838,2.348666668,89.30000305,Main_mid
-49408.3867,-4674.696,32.8,141.2811355,269.6828613,1.332666636,52.09999847,Main_low
-49408.3867,-4674.696,35.8,162.3327433,254.9728851,1.594333331,67.90000153,Main_low
-49408.3867,-4674.696,38.8,156.5141296,259.8762207,1.551333308,67.80000305,Main_low
-49408.3867,-4674.696,41.8,98.98178357,676.6588745,2.189999978,98.19999695,Main_low
-49408.3867,-4674.696,44.2,113.708107,441.2992554,2.025500059,114.6999969,Main_low
-49069.222,-5102.5884,1.9,3.040061474,13.72931004,2.501333396,72.19999695,Main_up
-49069.222,-5102.5884,3.8,8.302963575,14.70997524,2.088333368,64.40000153,Main_up
-49069.222,-5102.5884,6.8,11.8333575,35.30393982,2.088333368,64.0,Main_up
-49069.222,-5102.5884,12.9,55.53832754,176.5196838,1.176999966,45.90000153,Main_mid
-49069.222,-5102.5884,15.9,73.81138611,142.1964264,1.978333354,59.5,Main_mid
-49069.222,-5102.5884,18.9,77.6359787,147.0997467,2.289333344,89.30000305,Main_mid
-49069.222,-5102.5884,21.9,102.3160426,166.7130585,2.177333276,77.0,Main_mid
-49069.222,-5102.5884,24.9,84.63138835,176.5196838,1.304333329,51.0,Main_mid
-49069.222,-5102.5884,32.2,164.7517141,353.0393677,2.396999995,97.30000305,Main_low
-49500.7378,-4851.0094,11.9,37.82098007,67.66588593,2.403999964,96.80000305,Main_mid
-49500.7378,-4851.0094,15.8,116.3395564,176.5196838,2.545333385,119.1999969,Main_mid
-49500.7378,-4851.0094,20.9,169.0666402,225.5529327,1.815000018,84.0,Main_mid
-49500.7378,-4851.0094,23.9,113.7244491,161.8097229,2.001999974,85.90000153,Main_mid
-49500.7378,-4851.0094,26.9,144.3538869,196.1329956,2.137333393,92.90000153,Main_mid
-49500.7378,-4851.0094,29.9,147.295873,225.5529327,2.137666702,91.40000153,Main_mid
-49500.7378,-4851.0094,32.8,169.9819285,264.779541,1.951999982,78.09999847,Main_low
-49500.7378,-4851.0094,37.2,171.322169,284.3928528,1.437666655,57.70000076,Main_low
-49500.7378,-4851.0094,44.8,147.2631938,308.9094849,1.596333345,73.5,Main_low
-50517.9554,-4020.4559,10.9,23.86284764,43.14925766,2.071333369,70.19999695,Main_mid
-50517.9554,-4020.4559,20.9,109.1807022,193.1910095,1.735000014,79.5,Main_mid
-50517.9554,-4020.4559,23.9,120.9486822,175.539032,2.385666688,107.9000015,Main_mid
-50517.9554,-4020.4559,26.9,153.6375122,225.5529327,2.625333309,119.6999969,Main_mid
-50517.9554,-4020.4559,29.9,152.9837392,243.2049103,2.738666693,122.4000015,Main_mid
-50517.9554,-4020.4559,32.9,145.4653015,259.8762207,2.705666622,123.4000015,Main_low
-50517.9554,-4020.4559,35.9,155.5988464,294.1994934,2.626999935,117.5,Main_low
